index;name;artist;release_date;length;popularity;danceability;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;speechiness;tempo;time_signature;valence
3195;Sleeping Bag;ZZ Top;1985;4.038883333;48;0.62;0.00181;0.62;688;0.00482;7;0.0464;-12.892;0.0435;112.122;4;793
3196;Mother Mother;Tracy Bonham;1996;3.012216667;51;368;15;368;626;0;2;201;-7.082;0.0618;174.394;4;622
3197;Web in Front;Archers Of Loaf;1993;2.110866667;44;569;0.0173;569;866;0;9;88;-7.95;0.0368;135.403;4;0.96
3198;Follow You Down;Matthew Mayfield;2013;4.603983333;33;239;407;239;0.24;0;0;0.11;-9.434;0.0395;179.306;4;204
3199;The Stars Of Track And Field;Belle & Sebastian;1996;4.7451;32;446;252;446;314;3.34E-05;4;356;-14.381;0.0482;121.262;4;399
3200;The Great Gig in the Sky;Pink Floyd;1973;4.7312;66;275;768;275;216;897;5;0.0832;-13.818;0.0345;116.388;4;181
3201;Headlong - Remastered 2011;Queen;1991;4.62955;57;566;192;566;912;7.19E-06;2;127;-5.265;0.0964;143.982;4;372
3202;Big Foot;Chickenfoot;2011;3.8251;27;594;0.00735;594;935;0;4;211;-4.053;0.0293;97.259;4;807
3203;Nothing But a Good Time - Live;Poison;2008;5.008883333;33;272;0.0008;272;955;0.00151;1;312;-4.816;271;148.856;4;382
3204;Strangelove;Depeche Mode;1998;3.764666667;59;566;44;566;961;0.00106;4;352;-3.46;0.0354;118.988;4;866
3205;Simple;Collective Soul;1995;3.749766667;34;583;0.0926;583;919;0.00133;9;313;-5.87;93;91.069;4;524
3206;Without You;Mötley Crüe;1989;4.5031;56;524;0.00622;524;759;5.65E-05;5;0.0652;-4.152;0.0286;118.001;4;283
3207;The Guns of Brixton - Remastered;The Clash;1979;3.207333333;58;739;0.00501;739;613;124;7;95;-9.487;0.0856;96.493;4;677
3208;Bad Luck;Social Distortion;1992;4.416216667;46;551;0.0202;551;936;2.04E-06;1;211;-6.654;49;124.748;4;519
3209;People Got to Be Free;The Rascals;1969;3.029766667;44;685;466;685;696;0;10;195;-8.137;0.0364;126.019;4;0.96
3210;Ratamahatta;Sepultura;1996;4.510666667;53;0.53;0.00801;0.53;0.95;205;10;0.33;-5.402;0.0959;112.627;4;411
3211;Tighten Up, Pt. 1;Archie Bell & The Drells;1968;3.266666667;46;708;242;708;441;0.000147;11;0.0899;-12.931;196;125.191;4;724
3212;Sweet Mary Jane;Block Buster;2017;3.455316667;15;643;8.46E-05;643;835;2.42E-05;2;113;-4.193;0.0433;114.044;4;616
3213;Sharks and Danger;Alexisonfire;2004;4.642;34;242;0.00185;242;857;0.00647;10;847;-5.618;145;161.241;3;315
3214;Lay Down Your Guns;Jimmy Barnes;1996;4.008883333;26;583;197;583;982;0.000152;9;0.15;-5.465;0.0781;119.939;4;626
3215;Walking On Sunshine;Katrina & The Waves;1985;3.978883333;78;596;0.0116;596;869;173;10;0.0678;-11.97;37;109.902;4;944
3216;Summer Breeze;Seals and Crofts;1972;3.424666667;65;0.49;553;0.49;581;0.0177;5;0.0764;-6.566;0.0388;88.718;4;318
3217;Only My Heart Talkin';Alice Cooper;1989;4.774883333;44;0.24;0.0462;0.24;0.91;0;7;272;-5.78;0.0815;144.53;4;192
3218;Love Spreads;The Stone Roses;1994;5.784883333;59;435;0.00265;435;0.88;0.0014;2;436;-8.451;0.0448;91.116;4;593
3219;I Am a Rock;Paul Simon;1965;2.697766667;30;485;831;485;393;0.000569;4;124;-9.679;0.0365;121.767;4;436
3220;Cocaine;J.J. Cale;1976;2.818883333;60;789;409;789;411;583;6;144;-14.73;49;104.352;4;0.39
3221;You and Me (Album Version);The Checks;2009;4.4509;35;513;0.0187;513;805;0.00149;9;208;-6.97;0.0328;115.825;4;446
3222;Bits and Pieces - 2019 - Remaster;The Dave Clark Five;1964;1.981766667;37;485;0.0225;485;835;0.000114;5;0.0766;-8.871;101;143.853;4;974
3223;Fastlove, Pt. 1;George Michael;1996;5.4111;64;735;52;735;0.64;0.00102;10;345;-7.522;72;104.444;4;551
3224;Shelter from the Storm;Bob Dylan;1975;5.018883333;63;486;413;486;241;3.51E-05;4;0.0928;-17.337;0.0366;106.574;4;614
3225;Roadrunner;The Modern Lovers;1976;4.107333333;59;462;5.05E-05;462;0.84;6.47E-05;2;0.0893;-6.667;0.0346;75.542;4;805
3226;Nice To Luv You;54-40;1992;4.372666667;29;561;0.00344;561;647;0.00011;7;149;-8.167;0.0305;117.974;4;464
3227;Most People I Know;Billy Thorpe & The Aztecs;1995;4.283766667;17;418;554;418;358;0.00157;2;101;-16.094;0.0319;121.882;4;825
3228;Paris, Texas;Ry Cooder;1995;2.912666667;55;359;945;359;0.00681;158;7;0.0581;-20.957;0.0602;128.713;5;205
3229;Long Division;Rustic Overtones;2011;4.387766667;10;0.6;189;0.6;735;2.54E-06;2;303;-7.148;0.0522;172.474;4;828
3230;Zebra;John Butler Trio;2005;3.959;47;622;124;622;642;0.0426;4;165;-6.996;0.0451;78.594;4;767
3231;That's the Way - Remaster;Led Zeppelin;1970;5.618483333;56;245;673;245;328;0;6;138;-11.553;0.0377;86.926;4;102
3232;Defy You;The Offspring;2005;3.804;44;491;0.000609;491;841;2.40E-06;11;131;-3.651;0.0387;92.296;4;669
3233;How Sweet It Is (To Be Loved By You);Marvin Gaye;1965;2.962883333;60;653;323;653;0.49;4.13E-06;0;0.0832;-10.106;0.0408;110.202;4;963
3234;Holier Than Thou;Metallica;1991;3.794;57;471;0.000322;471;956;528;5;66;-6.25;0.0381;172.15;4;315
3235;Making Plans For Nigel;XTC;1979;4.23;60;632;0.0143;632;893;5.24E-06;7;0.0741;-6.04;0.0455;149.97;4;773
3236;Engel;Rammstein;1997;4.404433333;68;637;0.00918;637;658;0.00229;2;295;-5.775;0.0291;96.072;4;328
3237;What God Wants, Pt. I;Roger Waters;1992;6.004883333;38;582;0.0753;582;616;0.00136;5;0.43;-12.153;0.0361;79.524;4;553
3238;The Breakup Song;The Greg Kihn Band;1981;2.828216667;57;703;0.0367;703;895;6.61E-05;9;307;-4.002;29;141.558;4;965
3239;Apeman - Mono Mix;The Kinks;1970;3.862883333;39;656;709;656;765;0.0083;9;0.0584;-8.326;318;75.609;4;846
3240;Dizz Knee Land;Dada;1992;4.108883333;51;0.58;0.0113;0.58;718;0.00102;2;0.0815;-9.035;0.0266;102.734;4;462
3241;Turn to Stone;Electric Light Orchestra;1977;3.818216667;62;548;0.0686;548;0.72;0.000232;1;107;-9.777;0.0409;140.966;4;458
3242;Behind The Sun;Red Hot Chili Peppers;1987;4.682216667;38;583;1.67E-05;583;873;0.00377;1;186;-4.954;0.0445;93.437;4;276
3243;Erase / Rewind;The Cardigans;1998;3.641733333;61;743;0.000504;743;697;0.0126;11;106;-6.079;0.0276;103.642;4;585
3244;Place Your Hands;Reef;2003;3.62355;53;506;0.0262;506;983;1.74E-06;2;229;-3.249;0.0944;109.226;4;551
3245;Stuck Here for Days;The Datsuns;2006;2.969333333;24;416;0.00342;416;841;0.0108;6;0.0896;-7.343;0.0578;138.254;4;565
3246;Bouncing Off The Walls;Sugarcult;2002;2.354883333;54;477;0.00295;477;917;0;6;268;-4.692;0.0547;150.974;4;0.71
3247;Living In The U.S.A.;Steve Miller Band;1968;4.0671;39;0.38;0.0137;0.38;633;0.00041;2;497;-12.631;247;83.585;4;589
3248;I'll Be Waiting;Talisman;1990;2.9571;48;495;0.00361;495;853;0;6;101;-2.394;0.0442;129.794;4;703
3249;Avalon - Remastered;Roxy Music;1982;4.28065;63;759;699;759;563;619;0;144;-8.643;0.0338;136.67;4;0.86
3250;The Fish Cheer & I-Feel-Like-I'm-Fixin'-To-Die Rag - Mono;Country Joe & The Fish;2013;3.791333333;3;347;262;347;858;0;5;194;-6.512;102;206.484;4;944
3251;Sunburn;Fuel;1998;4.393333333;31;502;0.00236;502;785;0.000516;4;0.0906;-7.2;0.0294;93.573;4;0.56
3252;(They Long To Be) Close To You;Carpenters;1970;4.56555;66;528;726;528;233;0.000108;8;122;-15.362;0.0346;89.044;4;208
3253;Lucky Man;The Verve;1997;4.8931;65;407;255;407;663;0.000166;2;0.0913;-7.591;0.0305;75.989;4;211
3254;Satellite 15.....The Final Frontier - 2015 Remaster;Iron Maiden;2010;8.67155;38;263;0.000654;263;882;0.00111;9;113;-5.871;0.0681;133.801;4;411
3255;This Town Ain't Big Enough for the Both of Us (Originally Performed By Sparks) [Full Vocal Version];Paris Music;2013;3.075766667;1;702;121;702;798;0.00053;2;0.0985;-7.825;0.0347;132.077;4;737
3256;The Riverboat Song;Ocean Colour Scene;1996;4.913333333;54;484;0.0061;484;862;2.74E-05;11;547;-6.39;0.0278;106.922;3;565
3257;Time to Waste;Alkaline Trio;2005;4.199766667;44;0.51;0.00309;0.51;937;0.000111;6;134;-6.283;0.0575;127.438;4;178
3258;Since I Left You;The Avalanches;2000;4.3491;36;519;246;519;911;0;7;826;-7.228;0.0593;102.81;4;481
3259;Ain’t No Mountain High Enough;Bellybuds;2014;3.447333333;22;207;861;207;202;0.0517;11;78;-16.461;0.0383;89.116;4;0.0791
3260;Rockin' All Over The World;Status Quo;1977;3.588883333;64;632;236;632;933;0.00151;0;604;-7.874;0.0326;131.487;4;968
3261;Homesick;Soul Asylum;1993;3.58155;15;486;0.0197;486;582;0;7;103;-8.473;0.0321;131.577;4;385
3262;Someone Saved My Life Tonight;Elton John;1975;6.748883333;53;457;329;457;428;2.21E-06;1;169;-9.796;0.0283;129.98;4;151
3263;Got To Choose;KISS;1974;3.9111;32;449;0.0737;449;676;0.0593;6;235;-6.453;0.0366;109.93;4;567
3264;You Held the World in Your Arms;Idlewild;2002;3.373916667;42;385;1.71E-05;385;908;594;1;105;-3.287;0.0558;132.877;4;375
3265;The Way You Do The Things You Do;The Temptations;1964;2.7624;64;618;159;618;704;0.000262;4;358;-4.686;0.0321;124.218;4;741
3266;Hole In My Soul;Aerosmith;1997;6.168216667;62;465;0.00506;465;701;0;0;207;-4.809;0.0268;75.427;4;216
3267;Let Me Go;3 Doors Down;2012;4.050883333;53;0.48;0.0181;0.48;863;0;1;111;-4.914;0.0385;91.972;4;491
3268;New Rose;The Damned;1977;2.704;49;0.19;0.00549;0.19;964;3.93E-05;1;0.33;-7.711;101;173.578;4;295
3269;Gypsy;Fleetwood Mac;1988;4.4151;74;622;17;622;0.54;0.00771;5;265;-13.99;0.0261;130.879;4;847
3270;Over The Hills And Far Away;Gary Moore;1987;5.348883333;56;204;0.000424;204;844;165;2;123;-12.409;109;183.719;3;305
3271;Snowflake;Mew;1997;3.5171;17;427;102;427;492;831;5;269;-10.671;0.03;83.95;4;234
3272;Scars;Papa Roach;2004;3.469766667;66;384;0.0948;384;921;0;11;168;-3.334;55;89.922;4;471
3273;Stone Cold;Rainbow;1982;5.288433333;50;419;0.0523;419;613;6.35E-05;7;361;-8.995;0.0316;112.638;4;733
3274;Planet Earth - 2010 Remaster;Duran Duran;1981;4.054433333;50;588;0.00228;588;916;0.000135;0;107;-5.205;255;131.197;4;549
3275;I Like It Like That;Various Artists;1987;1.96;35;589;832;589;568;0;5;272;-11.295;0.0806;144.566;4;777
3276;What a Waster;The Libertines;2007;2.984216667;40;127;0.00451;127;0.92;5.22E-06;9;347;-2.972;0.0702;171.796;4;437
3277;Harvest Moon;Neil Young;1992;5.05355;72;648;526;648;309;0.000249;2;124;-12.432;0.0264;112.929;4;407
3278;Take the Highway;The Marshall Tucker Band;1973;6.26;46;382;261;382;735;0.0837;7;0.0758;-5.621;0.0341;96.872;4;608
3279;American High;Machine Head;2001;3.804666667;31;382;0.0142;382;0.97;0;0;208;-3.361;282;106.85;4;0.0795
3280;One Big Holiday;My Morning Jacket;2003;5.356216667;52;412;0.0925;412;917;0.0143;9;0.24;-7.036;0.0525;136.85;4;313
3281;Who Knows Where The Time Goes?;Fairport Convention;1969;5.099766667;45;0.51;686;0.51;194;318;4;113;-15.849;0.0315;144.595;4;434
3282;Games People Play;Joe South;1968;3.586;46;334;251;334;714;4.26E-05;9;257;-8.379;155;172.288;4;595
3283;Remember (Walkin' In The Sand);The Shangri-Las;1996;2.302216667;52;285;733;285;513;167;10;226;-9.61;0.0561;66.344;4;369
3284;Ain't My Bitch;Metallica;1996;5.073333333;47;426;2.23E-05;426;903;0.0522;10;0.0979;-4.535;0.0314;157.825;4;442
3285;Miss Freelove '69;Hoodoo Gurus;1991;4.2091;27;0.52;0.0772;0.52;977;0.00893;9;145;-3.441;118;131.333;4;671
3286;It's Not the End of the World, But I Can See It from Here;lostprophets;2010;4.324133333;31;243;0.000834;243;921;0;8;398;-3.096;0.0749;184.845;4;389
3287;The Wanton Song - 1990 Remaster;Led Zeppelin;1975;4.163333333;47;513;0.00148;513;0.74;0.0729;7;0.0958;-9.29;44;111.097;4;577
3288;Sophie;Goodshirt;2001;3.716216667;50;645;425;645;406;0;2;111;-7.453;0.0318;169.957;4;434
3289;M+M's;blink-182;1995;2.662883333;52;194;1.60E-05;194;871;0.0273;9;0.0873;-7.922;0.0465;159.41;4;752
3290;Bad Religion;Godsmack;1998;3.2211;51;466;0.00185;466;842;3.66E-05;7;107;-5.657;114;154.348;4;669
3291;Gets Me Through;Ozzy Osbourne;2001;5.071333333;45;431;0.000623;431;835;0.000149;4;428;-6.162;0.0392;147.982;4;303
3292;Skateaway;Dire Straits;1980;6.62555;52;513;272;513;809;0.00461;7;172;-9.841;33;116.599;4;605
3293;Let Me Entertain You;Robbie Williams;1997;4.366666667;67;478;0.000169;478;965;0.00251;10;0.0854;-5.022;0.0642;125.152;4;347
3294;The Good Life;Weezer;1996;4.283333333;52;539;0.14;539;893;0;6;339;-4.566;0.0423;135.76;4;683
3295;No Lies;Noiseworks;1988;3.90555;47;565;0.0379;565;833;0.0181;9;0.0839;-11.412;72;101.713;4;457
3296;Wake Up;Rage Against The Machine;1992;6.064216667;64;411;0.00563;411;893;0.00967;7;149;-3.646;139;170.407;4;513
3297;I'm Sorry;Brenda Lee;1960;2.692433333;57;558;868;558;223;0.000972;10;0.13;-12.362;0.0299;101.711;3;303
3298;Cornbag;Head Like A Hole;1995;3.796;16;342;5.66E-05;342;984;0.00637;11;72;-3.701;57;120.706;4;738
3299;Simply Irresistible;Robert Palmer;1988;4.238216667;52;645;129;645;933;1.03E-05;9;0.0443;-6.955;0.0532;142.615;4;695
3300;Give Wings to My Triumph;Hatebreed;2006;3.092116667;36;344;0.00897;344;983;0;7;0.0694;-3.414;198;168.65;4;237
3301;Get Your Hands off My Woman - Live;The Darkness;2018;3.757333333;16;185;0.0247;185;968;0.00189;1;619;-4.726;347;166.5;4;0.0875
3302;Kool Thing;Sonic Youth;1990;4.10555;58;262;0.0103;262;0.82;0.0914;7;101;-11.621;0.0428;155.197;4;254
3303;Hold Me, Thrill Me, Kiss Me, Kill Me - From 'Batman Forever';U2;2002;4.743333333;50;368;7.47E-05;368;852;258;10;218;-6.978;0.0433;171.692;4;347
3304;Darkness on the Edge of Town;Bruce Springsteen;1978;4.540433333;51;369;0.0218;369;515;0;7;0.0556;-9.318;0.0396;171.334;4;446
3305;Staring at the Sun;TV On The Radio;2003;4.020216667;52;211;0.00304;211;637;0.00185;8;107;-7.817;0.0515;119.224;4;148
3306;Long White Cross;Pluto;2005;3.425333333;38;576;0.0568;576;639;0;0;155;-3.991;0.0245;95.238;4;409
3307;Only Time Will Tell;Asia;1982;4.75;55;333;143;333;803;2.61E-06;9;0.0524;-8.109;0.0714;125.52;4;323
3308;Inflikted;Cavalera Conspiracy;2007;4.535766667;44;191;3.07E-05;191;958;0.00536;7;477;-5.057;0.0901;191.775;4;277
3309;(I'm) Stranded;The Saints;2009;3.5091;41;397;0.0043;397;958;0;11;273;-3.846;0.0437;87.096;4;425
3310;Lily, Rosemary and the Jack of Hearts;Bob Dylan;1975;8.852666667;44;457;414;457;665;0;2;0.0948;-13.722;0.0821;126.33;4;667
3311;Angeles;Elliott Smith;1997;2.9471;54;0.53;0.86;0.53;0.0993;0.2;4;153;-23.548;0.0549;118.139;4;588
3312;More Than This - Remastered;Roxy Music;1982;4.51085;66;653;0.0508;653;666;0.0466;6;139;-7.808;0.0249;128.505;4;765
3313;Space Lord;Monster Magnet;1998;5.932883333;54;634;0.000186;634;737;635;10;119;-7.104;0.0354;95.811;4;379
3314;Detached;Prong;2003;3.398883333;9;593;0.00159;593;783;5.85E-05;5;275;-4.424;0.0726;106.006;3;484
3315;Black Gold;Soul Asylum;1993;3.963766667;21;589;0.00826;589;588;6.17E-05;2;294;-7.178;0.0308;114.881;4;118
3316;Heartspark Dollarsign;Everclear;1995;2.86955;34;356;0.00148;356;988;0.00071;7;0.0965;-5.186;0.15;138.263;4;0.36
3317;Feeling That Way;Journey;1978;3.464883333;50;303;227;303;602;0.00355;5;171;-9.122;0.0372;145.629;4;364
3318;Taylor;Jack Johnson;2003;3.988;60;805;147;805;729;0.0422;0;104;-7.94;147;174.189;4;569
3319;Air Hostess;Busted;2003;3.962666667;36;411;0.0128;411;963;0;2;0.0894;-4.051;121;186.083;4;362
3320;We Must Have Blood;Dwarves;1997;2.26155;23;251;0.00212;251;996;1.64E-05;4;0.35;-5.172;423;188.509;4;0.14
3321;Naive;The Kooks;2006;3.391766667;73;391;0.0759;391;808;0;8;149;-6.209;0.0892;100.304;4;737
3322;Science Fiction;Divinyls;1983;3.553766667;37;619;0.00734;619;618;3.18E-06;5;142;-14.449;0.0273;128.32;4;916
3323;Going Home;Goldfinger;2002;1.594883333;23;0.51;3.47E-05;0.51;953;6.07E-05;2;0.0747;-5.033;0.0527;105.051;3;573
3324;How Far We've Come;Matchbox Twenty;2007;3.53755;60;566;0.00452;566;906;0;0;0.21;-5.092;0.0642;83;4;787
3325;Queen Bitch - 2015 Remaster;David Bowie;1971;3.341766667;56;599;0.0248;599;636;0;0;0.0612;-13.084;0.0305;137.172;4;968
3326;Spicks And Specks;Bee Gees;2001;2.858883333;46;0.65;777;0.65;634;0.000205;2;277;-7.355;0.0326;122.787;4;713
3327;2000 Light Years From Home - Remastered 2017 / Stereo;The Rolling Stones;1967;4.748216667;42;347;0.00171;347;679;0.00477;9;158;-11.91;0.0466;122.269;4;275
3328;Song For Whoever - Single Version;The Beautiful South;1995;4.074433333;28;516;672;516;382;1.68E-06;6;0.0789;-13.795;0.0357;133.659;4;281
3329;Wild Frontier - Remastered 2002;Gary Moore;2006;4.262;47;479;0.00434;479;822;4.76E-06;4;0.0843;-6.412;0.0444;130.035;4;562
3330;Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz;Benny Benassi;2003;4.7595;68;793;163;793;698;145;11;0.0745;-3.626;104;130.017;4;339
3331;Enemy;Sevendust;2003;3.056433333;43;581;0.000193;581;991;0.000307;1;137;-2.266;63;106.89;4;401
3332;No Children;The Mountain Goats;2002;2.8051;58;606;0.6;606;411;0.000649;1;103;-7.566;0.0413;84.944;4;412
3333;This Is How It Goes;Billy Talent;2003;3.452216667;53;599;0.00028;599;992;0.000378;2;0.0821;-3.34;0.0633;107.883;4;336
3334;Young Man Blues - Live;The Who;1971;4.798666667;33;231;0.0122;231;932;14;9;495;-7.801;124;186.426;4;0.47
3335;Alabama Song (Whisky Bar);The Doors;1967;3.29;57;568;543;568;645;0;5;191;-8.363;0.0416;170.676;4;901
3336;C'mon And Love Me;KISS;1975;2.97;43;712;151;712;848;1.66E-05;0;155;-6.262;34;130.779;4;832
3337;Five Years - 2012 Remaster;David Bowie;1972;4.7292;58;0.46;142;0.46;326;1.01E-05;7;0.0449;-10.699;0.0418;152.54;3;321
3338;Sanctify Yourself;Simple Minds;1985;4.9651;42;564;0.0634;564;924;0.00017;0;716;-6.262;0.0417;128.25;4;702
3339;The Warmth Of The Sun - Remastered;The Beach Boys;2007;2.834716667;42;169;702;169;428;0.00064;9;163;-8.368;0.0299;203.585;3;297
3340;Fireworks;The Tragically Hip;1998;3.93955;44;0.39;0.0975;0.39;971;231;0;265;-5.137;0.0986;147.477;4;0.45
3341;Stick 'Em Up;Quarashi;2011;3.435766667;36;585;0.00074;585;979;0;1;346;-4.252;0.0813;103.937;4;867
3342;Say It Loud - I'm Black And I'm Proud - Pt. 1;James Brown;2003;2.786433333;47;0.85;386;0.85;0.66;0.00235;3;0.0449;-6.323;193;115.076;4;926
3343;Wake Up;The Living End;2006;4.524666667;38;477;0.00488;477;726;8.14E-05;11;215;-5.493;0.0328;115.768;4;287
3344;I'll Cry For You;Europe;1991;5.354433333;47;541;0.00304;541;742;0;9;124;-7.79;0.0284;99.032;4;342
3345;Another Day;Dream Theater;1992;4.385333333;55;454;0.00223;454;614;1.16E-05;11;0.0936;-10.41;0.0302;140.56;4;343
3346;In The Fade/Feel Good Hit Of The Summer (Reprise);Queens of the Stone Age;2010;4.422433333;50;432;177;432;642;0.0277;1;0.0936;-7.069;0.0342;165.534;4;422
3347;The Tide Is High;Blondie;1999;3.878883333;57;779;0.0417;779;676;0.0329;11;125;-7.258;0.0259;96.961;4;962
3348;The After Dinner Payback;From Autumn To Ashes;2004;2.854433333;45;444;0.000322;444;971;0;4;0.0533;-2.238;146;89.706;4;542
3349;Voices;Disturbed;2010;3.199333333;54;589;0.000116;589;983;0.00211;10;0.0628;-2.521;121;110.007;4;469
3350;Panic in Detroit - 2013 Remaster;David Bowie;1973;4.477433333;41;426;0.00622;426;798;0.00112;11;0.0981;-9.3;0.0399;93.655;4;767
3351;Innocent Eyes;Delta Goodrem;2003;3.894883333;41;553;0.0659;553;717;0;9;114;-5.502;26;92.098;4;419
3352;Voodoo - 2009 Remaster;Black Sabbath;1981;4.540216667;34;511;0.0234;511;748;0.0795;8;228;-10.822;0.0282;102.068;4;687
3353;Judgment Night;Various Artists;1993;4.57555;41;522;0.00117;522;0.78;0.000582;7;379;-6.931;242;186.921;4;459
3354;Whatever Happened To My Rock'N'Roll (Punk Song) - Live;Black Rebel Motorcycle Club;2015;6.244;16;288;0.0262;288;932;608;2;977;-8.323;0.0904;146.837;4;178
3355;Mama Let Him Play;Doucette;2013;4.407816667;46;455;0.0733;455;511;0.00487;2;604;-16.603;0.0317;136.302;4;0.8
3356;Dixie Chicken;Little Feat;1973;3.9851;58;566;0.7;566;669;0.0654;9;588;-10.081;0.0694;149.702;4;0.92
3357;Coalmine;Armchair Cynics;2005;3.4611;15;283;0.0486;283;0.79;0;7;394;-4.987;0.0696;192.07;4;374
3358;The Way We Get By;Spoon;2002;2.668216667;54;723;341;723;667;6.05E-06;9;135;-5.793;0.0313;75.029;4;618
3359;I'm Still Standing;Elton John;1983;3.057333333;79;504;356;504;904;121;6;0.14;-6.863;179;176.808;4;772
3360;So You Want To Be A Rock 'N' Roll Star;Patti Smith;2001;6.046083333;15;254;513;254;803;658;2;338;-6.362;0.0529;149.158;4;639
3361;Save Your Scissors;City and Colour;2005;4.810433333;46;439;815;439;647;0;11;0.0928;-5.634;0.0274;153.932;4;567
3362;Happens All the Time;Cold;2005;3.472216667;40;306;0.00083;306;0.86;0.000145;3;0.0829;-3.833;0.0437;163.727;4;254
3363;AMERIKA;Rammstein;2004;3.779333333;66;608;0.00258;608;885;1.33E-05;2;392;-4.296;0.0963;125.023;4;518
3364;What Light;Wilco;2007;3.5891;31;273;483;273;454;4.25E-06;7;118;-7.087;0.0295;175.118;3;376
3365;Home;Daughtry;2006;4.2611;48;442;0.00236;442;847;1.46E-06;6;191;-3.874;0.0349;143.958;4;343
3366;Kids In America;Kim Wilde;1993;3.427333333;0;565;0.0762;565;853;0;4;165;-2.333;0.0519;159.332;4;338
3367;Dancing with the Moonlit Knight - New Stereo Mix;Genesis;1973;8.06755;38;294;0.0768;294;542;0.000464;2;0.0797;-9.998;0.0412;82.089;4;197
3368;All Night Long;Rainbow;1979;3.842216667;46;571;0.0518;571;945;7.75E-05;7;793;-6.346;0.0461;128.166;4;772
3369;With a Thousand Words to Say But One;Darkest Hour;2005;4.36955;37;189;0.000463;189;949;0.00745;8;0.21;-7.434;433;198.071;4;0.0531
3370;Many Rivers To Cross;Jimmy Cliff;1970;2.734433333;43;399;0.7;399;212;0.000434;5;116;-16.03;0.0747;137.76;4;149
3371;Summer Breeze, Pts. 1 & 2;The Isley Brothers;1973;6.1951;57;0.31;212;0.31;629;0.00894;9;122;-10.057;0.0484;152.276;4;544
3372;I Want You;Savage Garden;1997;3.867766667;63;628;0.0077;628;871;1.64E-06;7;392;-6.44;0.0363;106.101;4;615
3373;So Far Away;Crossfade;2004;3.425333333;51;503;0.000105;503;942;0;4;248;-5.025;94;106.039;4;0.4
3374;She Blinded Me With Science - 2009 Remastered Version;Thomas Dolby;1982;3.706433333;49;798;0.0725;798;767;138;9;0.0985;-10.502;0.0421;129.401;4;974
3375;Feuer frei!;Rammstein;2001;3.143333333;67;491;9.12E-05;491;966;346;3;153;-3.974;0.0463;95.141;4;223
3376;Prayer Of The Refugee;Rise Against;2006;3.3231;65;0.2;0.00165;0.2;977;1.10E-05;3;259;-3.494;159;195.711;4;0.39
3377;Don't Take Me For A Loser;Gary Moore;1982;4.297766667;22;449;0.00705;449;727;5.05E-05;0;146;-11.323;0.0356;130.588;4;633
3378;Special;Garbage;1998;3.72955;43;469;5.68E-05;469;923;0.0518;5;283;-5.735;0.0385;131.859;4;516
3379;Round Here;Counting Crows;1993;5.523333333;62;314;144;314;478;7.19E-05;7;0.0814;-9.37;0.0341;94.203;4;186
3380;The Fun Lovin' Criminal;Fun Lovin' Criminals;1996;3.2191;48;752;0.0676;752;681;382;11;174;-7.397;0.0298;95.8;4;713
3381;Give It All;Rise Against;2004;2.848216667;62;587;0.000354;587;942;0.00172;2;0.0762;-3.167;0.0727;103.061;4;389
3382;Funky Town;Various Artists;1979;4.85355;37;645;0.0534;645;775;9.84E-05;9;336;-5.077;0.0327;128.015;4;0.84
